,Location (coordinates in km as measured from the southwest corner of the city),,,,Transition matrix: ith row and jth column gives p_{ij}. So row sums are 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4.500,0.500,15,11.3208701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004460602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004460602,0.008688066,0.004460602,0,0,0,0,0,0,0,0,0,0,0,0,0.008688066,0.016922042,0.008688066,0.004460602,0,0,0,0,0,0,0,0,0,0,0,0.016922042,0.032959636,0.033844083,0.008688066,0.004460602,0,0,0,0,0,0,0,0,0,0,0.032959636,0.022093505,0.032959636,0.016922042,0.008688066,0.004460602,0,0,0,0,0,0,0,0,0,0.022093505,0.011343184,0.022093505,0.032959636,0.016922042,0.008688066,0.004460602,0,0,0,0,0,0,0,0,0.011343184,0.005823785,0.011343184,0.022093505,0.032959636,0.016922042,0.008688066,0.004460602,0,0,0,0,0,0,0,0.005823785,0,0.005823785,0.045372735,0.022093505,0.032959636,0.067688166,0.008688066,0.017842407,0,0,0,0,0,0,0,0.075321392,0,0.005823785,0.011343184,0.022093505,0.032959636,0.016922042,0.008688066,0.004460602,0,0,0,0,0,0.005823785,0,0.005823785,0.011343184,0.022093505,0.032959636,0.016922042,0.008688066,0.004460602,0,0,0,0,0,0
198,4.500,0.833,15,12.68816723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003724696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003724696,0.007254717,0.003724696,0,0,0,0,0,0,0,0,0,0,0,0.003724696,0.007254717,0.014130259,0.007254717,0.014898783,0,0,0,0,0,0,0,0,0,0,0.007254717,0.014130259,0.055043973,0.014130259,0.007254717,0.003724696,0,0,0,0,0,0,0,0,0,0.014130259,0.027521986,0.018448539,0.027521986,0.014130259,0.007254717,0.003724696,0,0,0,0,0,0,0,0,0.027521986,0.018448539,0.009471796,0.018448539,0.027521986,0.014130259,0.007254717,0.007449392,0,0,0,0,0,0,0,0.018448539,0.009471796,0.004862982,0.009471796,0.018448539,0.027521986,0.014130259,0.007254717,0.003724696,0,0,0,0,0,0,0.009471796,0.004862982,0,0.019451928,0.009471796,0.018448539,0.110087945,0.014130259,0.029018867,0.003724696,0,0,0,0,0,0.004862982,0,0.062894939,0,0.004862982,0.009471796,0.018448539,0.027521986,0.014130259,0.007254717,0.003724696,0,0,0,0,0.009471796,0.009725964,0,0.004862982,0.009471796,0.018448539,0.027521986,0.014130259,0.007254717,0.003724696,0,0,0,0,0
199,4.500,1.167,15,11.58998417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003438747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003438747,0.006697764,0.003438747,0,0,0,0,0,0,0,0,0,0,0,0.003438747,0.006697764,0.013045463,0.026791056,0.003438747,0,0,0,0,0,0,0,0,0,0.003438747,0.006697764,0.026090926,0.025409092,0.013045463,0.006697764,0.003438747,0,0,0,0,0,0,0,0,0.006697764,0.013045463,0.025409092,0.017032224,0.025409092,0.013045463,0.006697764,0.003438747,0,0,0,0,0,0,0,0.013045463,0.025409092,0.017032224,0.008744635,0.017032224,0.025409092,0.013045463,0.013395528,0.003438747,0,0,0,0,0,0,0.025409092,0.017032224,0.008744635,0.004489645,0.008744635,0.017032224,0.025409092,0.013045463,0.006697764,0.003438747,0,0,0,0,0,0.017032224,0.008744635,0.004489645,0,0.004489645,0.008744635,0.068128895,0.025409092,0.052181852,0.006697764,0.003438747,0,0,0,0,0.008744635,0.004489645,0,0.058066423,0,0.004489645,0.008744635,0.017032224,0.025409092,0.013045463,0.006697764,0.003438747,0,0,0,0.017032224,0.017489271,0.004489645,0,0.004489645,0.008744635,0.017032224,0.025409092,0.013045463,0.006697764,0.003438747,0,0,0,0
200,4.500,1.500,15,12.31310956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002996732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002996732,0.005836837,0.002996732,0,0,0,0,0,0,0,0,0,0,0,0.002996732,0.005836837,0.045474425,0.005836837,0.002996732,0,0,0,0,0,0,0,0,0,0.002996732,0.011673674,0.011368606,0.022143021,0.011368606,0.005836837,0.002996732,0,0,0,0,0,0,0,0.002996732,0.005836837,0.011368606,0.022143021,0.014842911,0.022143021,0.011368606,0.005836837,0.002996732,0,0,0,0,0,0,0.005836837,0.011368606,0.022143021,0.014842911,0.007620605,0.014842911,0.022143021,0.022737213,0.005836837,0.002996732,0,0,0,0,0,0.011368606,0.022143021,0.014842911,0.007620605,0.003912549,0.007620605,0.014842911,0.022143021,0.011368606,0.005836837,0.002996732,0,0,0,0,0.022143021,0.014842911,0.007620605,0.015650196,0,0.003912549,0.030482419,0.014842911,0.088572086,0.011368606,0.005836837,0.002996732,0,0,0,0.014842911,0.007620605,0.003912549,0,0.050602597,0,0.003912549,0.007620605,0.014842911,0.022143021,0.011368606,0.005836837,0.005993464,0,0,0.022143021,0.029685822,0.007620605,0.003912549,0,0.003912549,0.007620605,0.014842911,0.022143021,0.011368606,0.005836837,0.002996732,0,0,0
201,4.500,1.833,15,12.61908753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002866919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002866919,0.005583996,0.002866919,0,0,0,0,0,0,0,0,0,0,0,0.002866919,0.022335984,0.010876139,0.005583996,0.002866919,0,0,0,0,0,0,0,0,0,0.005733838,0.005583996,0.010876139,0.021183826,0.010876139,0.005583996,0.002866919,0,0,0,0,0,0,0,0.002866919,0.005583996,0.010876139,0.021183826,0.014199943,0.021183826,0.010876139,0.005583996,0.002866919,0,0,0,0,0,0.002866919,0.005583996,0.010876139,0.021183826,0.014199943,0.007290494,0.014199943,0.042367652,0.010876139,0.005583996,0.002866919,0,0,0,0,0.005583996,0.010876139,0.021183826,0.014199943,0.007290494,0.003743064,0.007290494,0.014199943,0.021183826,0.010876139,0.005583996,0.002866919,0,0,0,0.010876139,0.021183826,0.014199943,0.029161976,0.003743064,0,0.014972258,0.007290494,0.056799773,0.021183826,0.010876139,0.005583996,0.011467676,0,0,0.021183826,0.014199943,0.007290494,0.003743064,0,0.048410584,0,0.003743064,0.007290494,0.014199943,0.021183826,0.010876139,0.011167992,0.005733838,0,0.010876139,0.042367652,0.014199943,0.007290494,0.003743064,0,0.003743064,0.007290494,0.014199943,0.021183826,0.010876139,0.005583996,0.002866919,0,0
202,4.500,2.167,15,11.25243488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002854361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002854361,0.005559537,0.002854361,0,0,0,0,0,0,0,0,0,0,0,0.011417445,0.005559537,0.010828499,0.005559537,0.002854361,0,0,0,0,0,0,0,0,0,0.002854361,0.005559537,0.010828499,0.021091036,0.010828499,0.005559537,0.002854361,0,0,0,0,0,0,0,0.002854361,0.005559537,0.010828499,0.021091036,0.014137744,0.021091036,0.010828499,0.005559537,0.005708723,0,0,0,0,0,0.002854361,0.005559537,0.010828499,0.021091036,0.014137744,0.00725856,0.028275488,0.021091036,0.010828499,0.005559537,0.002854361,0,0,0,0.002854361,0.005559537,0.010828499,0.021091036,0.014137744,0.00725856,0.003726669,0.00725856,0.014137744,0.021091036,0.010828499,0.005559537,0.002854361,0,0,0.005559537,0.010828499,0.021091036,0.056550976,0.00725856,0.003726669,0,0.003726669,0.029034239,0.014137744,0.021091036,0.010828499,0.022238147,0.002854361,0,0.010828499,0.021091036,0.014137744,0.00725856,0.003726669,0,0.048198535,0,0.003726669,0.00725856,0.014137744,0.021091036,0.021656998,0.011119073,0.002854361,0.005559537,0.021656998,0.021091036,0.014137744,0.00725856,0.003726669,0,0.003726669,0.00725856,0.014137744,0.021091036,0.010828499,0.005559537,0.002854361,0
203,4.500,2.500,15,11.61146448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002728718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002728718,0.005314817,0.002728718,0,0,0,0,0,0,0,0,0,0,0,0.002728718,0.005314817,0.01035185,0.005314817,0.002728718,0,0,0,0,0,0,0,0,0,0.002728718,0.005314817,0.01035185,0.020162651,0.01035185,0.005314817,0.002728718,0,0,0,0,0,0,0,0.002728718,0.005314817,0.01035185,0.020162651,0.013515429,0.020162651,0.01035185,0.010629634,0.002728718,0,0,0,0,0,0.002728718,0.005314817,0.01035185,0.020162651,0.013515429,0.013878105,0.013515429,0.020162651,0.01035185,0.005314817,0.002728718,0,0,0,0.002728718,0.005314817,0.01035185,0.020162651,0.013515429,0.006939053,0.003562628,0.006939053,0.013515429,0.020162651,0.01035185,0.005314817,0.002728718,0,0.002728718,0.005314817,0.01035185,0.080650602,0.013515429,0.006939053,0.014250513,0,0.014250513,0.006939053,0.013515429,0.020162651,0.0414074,0.005314817,0.005457436,0.005314817,0.01035185,0.020162651,0.013515429,0.006939053,0.003562628,0,0.046076932,0,0.003562628,0.006939053,0.013515429,0.040325301,0.0207037,0.005314817,0.002728718,0.010629634,0.01035185,0.020162651,0.013515429,0.006939053,0.003562628,0,0.003562628,0.006939053,0.013515429,0.020162651,0.01035185,0.005314817,0.002728718
204,4.500,2.833,15,10.98462141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002711972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002711972,0.0052822,0.002711972,0,0,0,0,0,0,0,0,0,0,0,0.002711972,0.0052822,0.010288321,0.0052822,0.002711972,0,0,0,0,0,0,0,0,0,0.002711972,0.0052822,0.010288321,0.020038913,0.010288321,0.0052822,0.002711972,0,0,0,0,0,0,0,0.002711972,0.0052822,0.010288321,0.020038913,0.013432485,0.020038913,0.020576642,0.0052822,0.002711972,0,0,0,0,0,0.002711972,0.0052822,0.010288321,0.020038913,0.026864971,0.006896468,0.013432485,0.020038913,0.010288321,0.0052822,0.002711972,0,0,0,0.002711972,0.0052822,0.010288321,0.020038913,0.013432485,0.006896468,0.003540765,0.006896468,0.013432485,0.020038913,0.010288321,0.0052822,0.002711972,0,0.002711972,0.0052822,0.041153285,0.020038913,0.013432485,0.027585872,0.003540765,0,0.003540765,0.006896468,0.013432485,0.080155654,0.010288321,0.0105644,0.002711972,0.0052822,0.010288321,0.020038913,0.013432485,0.006896468,0.003540765,0,0.04579416,0,0.003540765,0.006896468,0.026864971,0.040077827,0.010288321,0,0.005423944,0.0052822,0.010288321,0.020038913,0.013432485,0.006896468,0.003540765,0,0.003540765,0.006896468,0.013432485,0.020038913,0.010288321,0.0052822
205,4.500,3.167,15,12.30351805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005534362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002767181,0.005389732,0.002767181,0,0,0,0,0,0,0,0,0,0,0,0.002767181,0.005389732,0.010497765,0.005389732,0.002767181,0,0,0,0,0,0,0,0,0,0.002767181,0.005389732,0.010497765,0.020446855,0.010497765,0.005389732,0.002767181,0,0,0,0,0,0,0,0.002767181,0.005389732,0.010497765,0.020446855,0.013705937,0.04089371,0.010497765,0.005389732,0.002767181,0,0,0,0,0,0.002767181,0.005389732,0.010497765,0.04089371,0.013705937,0.007036863,0.013705937,0.020446855,0.010497765,0.005389732,0.002767181,0,0,0,0.002767181,0.005389732,0.010497765,0.020446855,0.013705937,0.007036863,0.003612846,0.007036863,0.013705937,0.020446855,0.010497765,0.005389732,0,0,0.002767181,0.02155893,0.010497765,0.020446855,0.054823747,0.007036863,0.014451383,0,0.003612846,0.007036863,0.054823747,0.020446855,0.020995531,0,0.002767181,0.005389732,0.010497765,0.020446855,0.013705937,0.007036863,0.003612846,0,0.046726413,0,0.003612846,0.014073725,0.027411873,0.020446855,0,0,0.002767181,0.005389732,0.010497765,0.020446855,0.013705937,0.007036863,0.003612846,0,0.003612846,0.007036863,0.013705937,0.020446855,0.010497765
206,4.500,3.500,15,12.22073345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002964563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002964563,0.005774181,0.002964563,0,0,0,0,0,0,0,0,0,0,0,0.002964563,0.005774181,0.011246568,0.005774181,0.002964563,0,0,0,0,0,0,0,0,0,0.002964563,0.005774181,0.011246568,0.021905324,0.011246568,0.005774181,0.002964563,0,0,0,0,0,0,0,0.002964563,0.005774181,0.011246568,0.021905324,0.029367155,0.021905324,0.011246568,0.005774181,0.002964563,0,0,0,0,0,0.002964563,0.005774181,0.022493136,0.021905324,0.014683577,0.0075388,0.014683577,0.021905324,0.011246568,0.005774181,0,0,0,0,0.002964563,0.005774181,0.011246568,0.021905324,0.014683577,0.0075388,0.003870549,0.0075388,0.014683577,0.021905324,0.011246568,0,0,0,0.011858253,0.005774181,0.011246568,0.087621294,0.014683577,0.0301552,0.003870549,0,0.003870549,0.0301552,0.014683577,0.043810647,0,0,0.002964563,0.005774181,0.011246568,0.021905324,0.014683577,0.0075388,0.003870549,0,0.050059395,0,0.007741098,0.0150776,0.014683577,0,0,0,0.002964563,0.005774181,0.011246568,0.021905324,0.014683577,0.0075388,0.003870549,0,0.003870549,0.0075388,0.014683577,0.021905324
207,4.500,3.833,15,12.9578417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01332497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003331243,0.006488374,0.006662485,0,0,0,0,0,0,0,0,0,0,0,0.003331243,0.006488374,0.012637628,0.006488374,0.003331243,0,0,0,0,0,0,0,0,0,0.003331243,0.006488374,0.012637628,0.024614738,0.012637628,0.006488374,0.003331243,0,0,0,0,0,0,0,0.003331243,0.006488374,0.012637628,0.049229476,0.016499752,0.024614738,0.012637628,0.006488374,0,0,0,0,0,0,0.003331243,0.012976749,0.012637628,0.024614738,0.016499752,0.008471255,0.016499752,0.024614738,0.012637628,0,0,0,0,0,0.003331243,0.006488374,0.012637628,0.024614738,0.016499752,0.008471255,0.004349287,0.008471255,0.016499752,0.024614738,0,0,0,0,0.003331243,0.006488374,0.050550511,0.024614738,0.065999009,0.008471255,0.004349287,0,0.01739715,0.008471255,0.032999504,0,0,0,0.003331243,0.006488374,0.012637628,0.024614738,0.016499752,0.008471255,0.004349287,0,0.056251116,0,0.008698575,0.008471255,0,0,0,0,0.003331243,0.006488374,0.012637628,0.024614738,0.016499752,0.008471255,0.004349287,0,0.004349287,0.008471255,0.016499752
208,4.500,4.167,30,22.33881637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003558249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003558249,0.013861045,0.014232995,0,0,0,0,0,0,0,0,0,0,0,0.003558249,0.006930522,0.013498814,0.006930522,0.003558249,0,0,0,0,0,0,0,0,0,0.003558249,0.006930522,0.013498814,0.0262921,0.013498814,0.006930522,0,0,0,0,0,0,0,0,0.003558249,0.006930522,0.026997628,0.0262921,0.017624122,0.0262921,0.013498814,0,0,0,0,0,0,0,0.007116498,0.006930522,0.013498814,0.0262921,0.017624122,0.009048526,0.017624122,0.0262921,0,0,0,0,0,0,0.003558249,0.006930522,0.013498814,0.0262921,0.017624122,0.009048526,0.004645668,0.009048526,0.017624122,0,0,0,0,0,0.003558249,0.027722089,0.013498814,0.105168399,0.017624122,0.009048526,0.004645668,0,0.004645668,0.018097051,0,0,0,0,0.003558249,0.006930522,0.013498814,0.0262921,0.017624122,0.009048526,0.004645668,0,0.120168653,0,0.004645668,0,0,0,0,0,0.003558249,0.006930522,0.013498814,0.0262921,0.017624122,0.009048526,0.004645668,0,0.004645668,0.009048526
209,4.500,4.500,30,24.35047988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004104051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008208102,0.031974398,0.004104051,0,0,0,0,0,0,0,0,0,0,0,0.004104051,0.007993599,0.015569406,0.007993599,0,0,0,0,0,0,0,0,0,0,0.004104051,0.007993599,0.015569406,0.030325062,0.015569406,0,0,0,0,0,0,0,0,0,0.004104051,0.015987199,0.015569406,0.030325062,0.020327497,0.030325062,0,0,0,0,0,0,0,0,0.004104051,0.007993599,0.015569406,0.030325062,0.020327497,0.010436485,0.020327497,0,0,0,0,0,0,0,0.004104051,0.007993599,0.015569406,0.030325062,0.020327497,0.010436485,0.00535827,0.010436485,0,0,0,0,0,0,0.016416203,0.007993599,0.062277623,0.030325062,0.020327497,0.010436485,0.02143308,0,0.01071654,0,0,0,0,0,0.004104051,0.007993599,0.015569406,0.030325062,0.020327497,0.010436485,0.00535827,0,0.138601399,0,0,0,0,0,0,0,0.004104051,0.007993599,0.015569406,0.030325062,0.020327497,0.010436485,0.00535827,0,0.00535827
210,4.500,4.833,15,12.48107428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005183456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020733826,0.010095994,0,0,0,0,0,0,0,0,0,0,0,0,0.005183456,0.010095994,0.019664312,0,0,0,0,0,0,0,0,0,0,0,0.005183456,0.010095994,0.019664312,0.03830085,0,0,0,0,0,0,0,0,0,0,0.010366913,0.010095994,0.019664312,0.03830085,0.025673828,0,0,0,0,0,0,0,0,0,0.005183456,0.010095994,0.019664312,0.03830085,0.025673828,0.013181383,0,0,0,0,0,0,0,0,0.005183456,0.010095994,0.019664312,0.03830085,0.025673828,0.013181383,0.006767547,0,0,0,0,0,0,0,0.005183456,0.040383978,0.019664312,0.03830085,0.025673828,0.052725531,0.006767547,0,0,0,0,0,0,0,0.005183456,0.010095994,0.019664312,0.03830085,0.025673828,0.013181383,0.013535095,0,0.087527463,0,0,0,0,0,0,0,0.005183456,0.010095994,0.019664312,0.03830085,0.025673828,0.013181383,0.006767547,0
211,4.833,0.167,15,11.31380397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005637651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010980645,0.005637651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021387375,0.010980645,0.011275302,0,0,0,0,0,0,0,0,0,0,0,0,0.041656919,0.021387375,0.010980645,0.005637651,0,0,0,0,0,0,0,0,0,0,0,0.027923468,0.041656919,0.021387375,0.010980645,0.005637651,0,0,0,0,0,0,0,0,0,0,0.014336386,0.027923468,0.041656919,0.021387375,0.010980645,0.005637651,0,0,0,0,0,0,0,0,0,0.007360546,0.014336386,0.027923468,0.166627676,0.021387375,0.010980645,0.022550604,0,0,0,0,0,0,0,0,0,0.007360546,0.014336386,0.027923468,0.041656919,0.021387375,0.010980645,0.005637651,0,0,0,0,0,0,0,0.095196958,0,0.007360546,0.014336386,0.027923468,0.041656919,0.021387375,0.010980645,0.005637651,0,0,0,0,0,0
212,4.833,0.500,30,25.7982522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004679902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004679902,0.009115204,0.004679902,0,0,0,0,0,0,0,0,0,0,0,0,0.009115204,0.017753993,0.018230408,0.004679902,0,0,0,0,0,0,0,0,0,0,0,0.017753993,0.034580056,0.017753993,0.009115204,0.004679902,0,0,0,0,0,0,0,0,0,0,0.034580056,0.023179705,0.034580056,0.017753993,0.009115204,0.004679902,0,0,0,0,0,0,0,0,0,0.023179705,0.011900857,0.023179705,0.034580056,0.017753993,0.009115204,0.004679902,0,0,0,0,0,0,0,0,0.011900857,0.006110104,0.011900857,0.092718819,0.034580056,0.017753993,0.036460815,0.004679902,0,0,0,0,0,0,0,0.006110104,0,0.006110104,0.011900857,0.023179705,0.034580056,0.017753993,0.009115204,0.004679902,0,0,0,0,0,0,0,0.158048951,0,0.006110104,0.011900857,0.023179705,0.034580056,0.017753993,0.009115204,0.004679902,0,0,0,0,0
213,4.833,0.833,15,11.61210949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004486731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004486731,0.00873896,0.004486731,0,0,0,0,0,0,0,0,0,0,0,0.004486731,0.00873896,0.034042338,0.00873896,0.004486731,0,0,0,0,0,0,0,0,0,0,0.00873896,0.017021169,0.033152711,0.017021169,0.00873896,0.004486731,0,0,0,0,0,0,0,0,0,0.017021169,0.033152711,0.022222926,0.033152711,0.017021169,0.00873896,0.004486731,0,0,0,0,0,0,0,0,0.033152711,0.022222926,0.011409631,0.022222926,0.033152711,0.017021169,0.00873896,0.004486731,0,0,0,0,0,0,0,0.022222926,0.011409631,0.0058579,0.045638524,0.022222926,0.033152711,0.068084677,0.00873896,0.017946926,0,0,0,0,0,0,0.011409631,0.0058579,0,0.0058579,0.011409631,0.022222926,0.033152711,0.017021169,0.00873896,0.004486731,0,0,0,0,0,0.0058579,0,0.075762617,0,0.0058579,0.011409631,0.022222926,0.033152711,0.017021169,0.00873896,0.004486731,0,0,0,0
214,4.833,1.167,15,13.0332344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003877731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003877731,0.007552788,0.015510922,0,0,0,0,0,0,0,0,0,0,0,0.003877731,0.015105576,0.014710822,0.007552788,0.003877731,0,0,0,0,0,0,0,0,0,0.003877731,0.007552788,0.014710822,0.028652769,0.014710822,0.007552788,0.003877731,0,0,0,0,0,0,0,0,0.007552788,0.014710822,0.028652769,0.019206525,0.028652769,0.014710822,0.007552788,0.007755461,0,0,0,0,0,0,0,0.014710822,0.028652769,0.019206525,0.009860959,0.019206525,0.028652769,0.014710822,0.007552788,0.003877731,0,0,0,0,0,0,0.028652769,0.019206525,0.009860959,0.02025114,0.009860959,0.019206525,0.114611074,0.014710822,0.030211151,0.003877731,0,0,0,0,0,0.019206525,0.009860959,0.005062785,0,0.005062785,0.009860959,0.019206525,0.028652769,0.014710822,0.007552788,0.003877731,0,0,0,0,0.009860959,0.01012557,0,0.065479073,0,0.005062785,0.009860959,0.019206525,0.028652769,0.014710822,0.007552788,0.003877731,0,0,0
